sensorType,referenceDesignator,startTime,endTime,assetID,instrumentSN,lat,lon,githubCalibrationFile,vendorCalibrationFile
ADCPFP,RS03CCAL-MJ03F-11-PADCPA301,2021-08-28 17:40:00,nan,PIRSN-PADCPA-00001,"['1023']",45.954896,-130.008908,none,none
